is_legendary,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,-2.1858279127015874,-1.3120727728902768,0.8800540839159036,0.9369364986125144,-0.05458084518991613,3.0218344447550587,0.5621974000712046,1.6285398261624915,0.5144308215755151,-0.3731429075309836,-0.6081694859618211,-0.9842373992051009,0.6093605268920981,0.710353406891461,-0.39738515594907725,-0.16507114678259535,1.548500781303468,-0.21728046049695204,0.19572912692544353,-0.5095450609622245
0,-1.0750660756898205,-1.5243604252562157,0.9320469404706851,1.243724503843756,0.12902994957376407,3.150210058069865,0.18579256674646324,1.7198654641415982,0.3393245152580593,-0.4283294261786791,-0.597880111849622,-0.6730617079738894,0.44979637088974567,0.6273670052865501,-0.40798013649071024,-0.1752329646491076,1.4425945362017918,-0.27292092291513187,0.284717655192831,-0.5661717846016365
0,2.0034981476074405,-1.8834878534627777,1.0724479905148296,1.7732103416734752,0.6911698010280969,3.7225060933550522,-0.6755330960008272,1.9288721658279184,0.12530971398922613,-0.0074377179427733845,-0.8908150652825173,0.03443562662050953,0.2485775856235627,0.8328523122217693,-0.11603432458948522,-0.6338620948086796,0.8363180520625216,-0.5130504707922819,0.9338743779544976,-0.6029818459774274
0,-1.7742478192280324,1.89045729337162,0.47473296415538063,2.4036033072037597,-0.3388903686937809,0.7187342318621869,0.4879819835542157,0.1767875318963855,0.30807719984207815,-1.9741582795798722,-0.2153908127298865,-1.4629995119224888,1.5602069566323684,0.826030005295382,0.2678608856160126,-0.14779772545262526,-0.23891246267723243,0.7092415744081445,-0.5272946754802885,0.3717743211214723
0,-0.4903491691526957,1.646154798348978,0.5274622557747664,2.7619564614654672,-0.1546253139019625,0.8693482446793018,0.08086127015219886,0.2588360453100975,0.14517513017869613,-1.9841915952069462,-0.12888770557818893,-1.0995301094518088,1.4793272272959765,0.7448472680314424,0.19064611197468365,-0.14130954719932778,-0.3645366750823124,0.7373837268021488,-0.4060845717650113,0.22221589128816246
0,2.1557069445392334,-0.8770227755945811,1.9744059046036604,5.252216726696349,0.7443417647120358,0.2822793487682023,-0.20036457267302746,-1.7880045396265742,-1.245903688857252,-1.1565763451811422,-0.7631590293612907,-0.7623289918878882,1.6601034875412093,0.5873042658224227,0.6676945212700753,-0.5495823764964447,-0.8287303869413618,0.6072877679440766,-0.135211269471905,-0.8214519407200404
0,-1.7423536711744734,1.2599657453749997,-0.1405207918870473,2.064946069777611,-1.9736195008865767,-0.36500199326323257,-0.7189015042093799,1.2400785074183207,0.09980573887998341,1.0622354445220448,-1.1400199194413894,-1.4220017529575033,0.5644971100833356,0.3728672136322831,0.29237691647967584,-0.3506581072889507,0.6599926615953214,-0.10218497191223572,-0.34986524563125193,0.12259003419684776
0,-0.5132063345950328,1.0377759188728628,-0.10780175014629767,2.3878677325547493,-1.781075192313226,-0.1965680691704576,-1.083257070160901,1.317001578658665,-0.048166062938905095,1.080690725414089,-1.1278803251594223,-1.0912047008471655,0.4442163246343056,0.28761355956426354,0.23426018749066607,-0.37468497104574255,0.49512364966885036,-0.12267608708636256,-0.17575495939419075,0.09133743819966156
0,2.458174407734272,0.5633723992531915,0.16072018266893842,3.051163272660426,-1.3040328031774189,0.15506969595094053,-2.0459419147241116,1.6388623305956729,-0.3944479413791799,0.9735616709615339,-1.217775024826089,-0.5092385157973954,0.11806664204473612,0.39853105299596364,0.35865188287107735,-0.6098678000727773,-0.007531398768260995,-0.19904731062261732,0.3666072338421469,-0.5602297677750142
0,-4.740645597670609,-0.7467800071718383,0.5369218470753819,0.4303364461786828,-0.7610325695622612,1.3562187414937121,0.7980653284660705,-1.001775910516458,1.3965422549905901,0.30225532959286283,-0.16243890072857115,-0.6059909707298177,0.22071214904168576,-0.15446202563943262,0.047091329503134265,0.8391858987430172,-0.6135134027259673,0.169956329131373,-0.5947873820686672,0.40393618120015373
0,-3.929837559292683,-0.760471190849367,0.6237183787458489,0.5001398172289919,-0.6074466075271646,1.5734712953095822,0.4694453704367594,-0.8849337158842229,1.1662933082586286,0.6588606485684803,-0.40059730485208395,-0.45545139666411605,0.7054051651785811,0.27991891104523814,0.4237427199598788,0.7593640371418989,-0.35677102089641277,0.3915459534448284,-0.8963979479006259,0.25368910706424974
0,-1.5115700342458962,-2.6659789144421975,1.9698074531728686,3.115770893588102,0.4943775504376643,0.9805719295234196,0.33706819437225105,-2.6139660428400555,-0.32368490304479974,0.2686486108642249,-0.8679136535987473,-0.2297465193371212,0.5223359791262999,0.6341164265264326,0.8647031007390522,0.5036366070738482,-0.3782748647346187,0.6244684223662444,-0.5145402038869379,-0.6799493414544412
